key,fare_amount
2011-03-06 21:01:00.0000002,4.62
2011-03-06 21:01:00.00000044,8.4
2011-03-06 21:01:00.000000167,6.93
2011-03-06 21:01:00.000000169,4.84
2011-03-06 21:01:00.00000067,44.7
2011-03-06 21:01:00.0000007,6.84
2011-03-06 21:01:00.000000135,50.37
2011-03-06 21:01:00.000000128,13.25
2011-03-06 21:01:00.0000004,7.28
2011-03-06 21:01:00.00000010,9.62
2011-03-06 21:01:00.000000151,11.84
2011-03-06 21:01:00.00000055,10.44
2011-03-06 21:01:00.00000095,7.75
2011-03-06 21:01:00.000000102,11.12
2011-03-06 21:01:00.00000034,8.42
2011-03-06 21:01:00.000000108,5.11
2011-03-06 21:01:00.00000012,4.98
2011-03-06 21:01:00.00000085,4.85
2011-03-06 21:01:00.0000001,11.13
2011-03-06 21:01:00.00000035,5.54
2011-03-06 21:01:00.00000097,12.44
2011-03-06 21:01:00.000000105,8.56
2011-03-06 21:01:00.00000020,10.88
2011-03-06 21:01:00.000000114,4.98
2011-03-06 21:01:00.00000038,4.6
2011-03-06 21:01:00.0000006,11.16
2011-03-06 21:01:00.00000086,9.2
2011-03-06 21:01:00.00000049,6.5
2011-03-06 21:01:00.000000147,7.07
2011-03-06 21:01:00.00000040,4.93
2011-03-06 21:01:00.00000064,6.82
2011-03-06 21:01:00.00000061,12.94
2011-03-06 21:01:00.0000005,5.61
2011-03-06 21:01:00.0000009,7.19
2011-03-06 21:01:00.00000042,5.45
2011-03-06 21:01:00.00000022,30.73
2011-03-06 21:01:00.00000021,18.94
2011-03-06 21:01:00.00000094,5.75
2011-03-06 21:01:00.000000156,8.49
2011-03-06 21:01:00.00000072,5.77
2011-03-06 21:01:00.00000031,14.51
2011-03-06 21:01:00.00000089,7.25
2011-03-06 21:01:00.00000023,12.75
2011-03-06 21:01:00.00000046,5.61
2011-03-06 21:01:00.00000087,6.5
2011-03-06 21:01:00.00000053,14.93
2011-03-06 21:01:00.0000008,5.04
2011-03-06 21:01:00.000000157,5.59
2011-03-06 21:01:00.00000077,13.5
2011-03-06 21:01:00.00000073,9.75
2011-03-06 21:01:00.00000047,5.11
2011-03-06 21:01:00.000000172,7.23
2011-03-06 21:01:00.00000084,11.32
2011-03-06 21:01:00.000000122,9.99
2011-03-06 21:01:00.000000154,17.01
2011-03-06 21:01:00.000000136,10.31
2011-03-06 21:01:00.00000075,4.55
2011-03-06 21:01:00.00000014,6.75
2009-09-04 20:52:28.0000002,5.64
2009-09-04 20:52:28.0000003,5.48
2009-09-04 20:52:28.0000004,5.87
2009-09-04 20:52:28.0000001,4.6
2013-09-25 05:52:12.0000002,12.46
2013-09-25 05:52:12.0000001,30.98
2010-04-16 10:32:24.0000002,7.92
2010-04-16 10:32:24.0000001,33.44
2011-10-12 07:24:40.0000001,11.29
2011-10-12 07:24:40.0000003,9.3
2011-10-12 07:24:40.0000002,26.66
2010-06-13 13:34:56.0000001,8.3
2011-11-20 02:39:04.0000002,18.31
2011-11-20 02:39:04.0000001,4.98
2010-12-13 06:42:16.0000002,4.82
2010-12-13 06:42:16.0000001,10.74
2009-11-24 08:58:48.0000003,9.0
2009-11-24 08:58:48.0000001,4.85
2009-11-24 08:58:48.0000006,20.86
2009-11-24 08:58:48.0000002,9.51
2009-11-24 08:58:48.0000005,8.55
2009-11-24 08:58:48.0000007,10.34
2014-09-22 07:14:16.0000002,14.78
2011-05-30 09:32:56.0000001,7.82
2012-09-21 05:41:36.0000001,7.69
2010-11-22 19:30:04.0000002,10.04
2010-11-22 19:30:04.0000001,12.29
2010-10-05 02:09:00.0000005,6.98
2010-10-05 02:09:00.0000006,23.7
2010-10-05 02:09:00.0000007,13.71
2010-10-05 02:09:00.00000018,25.73
2010-10-05 02:09:00.00000011,22.9
2010-10-05 02:09:00.00000023,14.19
2010-10-05 02:09:00.00000012,11.27
2010-10-05 02:09:00.00000022,5.75
2010-10-05 02:09:00.00000013,22.04
2010-10-05 02:09:00.0000003,24.01
2010-10-05 02:09:00.00000010,4.88
2010-10-05 02:09:00.0000001,9.1
2010-10-05 02:09:00.00000021,6.23
2010-10-05 02:09:00.0000008,15.03
2010-10-05 02:09:00.00000027,7.27
2010-10-05 02:09:00.0000002,19.36
2010-10-05 02:09:00.00000015,6.84
2014-08-23 16:30:24.0000002,7.53
2014-08-23 16:30:24.0000001,5.77
2012-03-15 08:17:36.0000001,8.37
2012-03-15 08:17:36.0000002,5.9
2012-03-15 08:17:36.0000005,19.77
2012-03-15 08:17:36.0000004,18.49
2012-03-15 08:17:36.0000003,5.79
2013-10-04 02:53:20.0000001,6.96
2013-10-04 02:53:20.0000002,10.07
2009-03-28 15:09:20.0000001,8.41
2009-03-28 15:09:20.0000003,16.73
2009-03-28 15:09:20.0000002,16.73
2012-01-25 22:43:44.0000003,11.81
2012-01-25 22:43:44.0000004,9.63
2012-01-25 22:43:44.0000002,5.64
2012-01-25 22:43:44.0000001,15.95
2011-07-21 07:51:32.0000002,6.48
2011-07-21 07:51:32.0000003,12.99
2011-07-21 07:51:32.0000001,6.87
2010-12-01 22:04:52.0000001,7.91
2013-06-23 02:54:32.0000003,7.0
2013-06-23 02:54:32.0000002,6.34
2014-03-24 22:36:24.0000004,9.74
2014-03-24 22:36:24.0000002,8.62
2014-03-24 22:36:24.0000001,5.9
2014-03-24 22:36:24.0000003,8.43
2013-09-13 01:54:20.0000001,7.31
2013-10-14 18:30:36.0000003,12.83
2013-10-14 18:30:36.0000002,6.71
2013-10-14 18:30:36.0000004,11.4
2013-10-14 18:30:36.0000001,4.6
2013-11-18 15:07:28.0000006,13.76
2013-11-18 15:07:28.0000004,49.33
2013-11-18 15:07:28.0000001,5.16
2013-11-18 15:07:28.0000005,5.06
2013-11-18 15:07:28.0000002,6.55
2011-02-20 23:35:12.0000001,8.28
2011-02-20 23:35:12.0000004,10.25
2011-02-20 23:35:12.0000005,22.05
2011-02-20 23:35:12.0000003,13.73
2011-02-20 23:35:12.0000002,14.07
2010-02-06 19:59:16.0000001,12.34
2012-03-10 02:36:04.0000003,9.84
2012-03-10 02:36:04.0000002,13.5
2012-03-10 02:36:04.0000001,6.7
2014-04-13 17:35:52.0000002,6.99
2010-04-04 21:59:56.0000002,8.89
2010-04-04 21:59:56.0000001,14.44
2010-04-04 21:59:56.0000003,12.22
2010-04-04 21:59:56.0000004,6.95
2013-03-23 04:51:12.0000001,15.36
2010-06-29 00:22:24.0000002,48.94
2010-06-29 00:22:24.0000001,5.05
2011-10-17 12:37:56.0000002,5.61
2011-10-17 12:37:56.0000001,7.21
2012-01-30 19:07:52.0000003,11.46
2012-01-30 19:07:52.0000002,7.72
2012-01-30 19:07:52.0000004,10.07
2012-01-30 19:07:52.0000001,6.84
2012-01-30 19:07:52.0000005,10.69
2011-05-30 01:44:40.0000001,9.78
2011-05-30 01:44:40.0000002,6.53
2011-02-08 01:04:08.0000001,9.57
2012-05-23 16:25:16.0000002,6.27
2011-09-20 18:02:28.0000001,9.68
2009-10-08 10:04:36.0000001,39.73
2009-10-08 10:04:36.0000003,11.42
2009-10-08 10:04:36.0000002,27.03
2010-07-02 22:03:04.0000002,12.51
2010-07-02 22:03:04.0000001,8.83
2012-05-03 14:11:36.0000002,6.08
2012-05-03 14:11:36.0000005,10.3
2012-05-03 14:11:36.0000004,31.56
2012-05-03 14:11:36.0000003,15.16
2012-05-03 14:11:36.0000001,5.86
2013-04-04 16:31:56.0000001,14.8
2013-04-04 16:31:56.0000002,7.56
2009-12-02 15:59:56.0000001,33.1
2009-12-02 15:59:56.0000002,6.43
2010-01-03 02:03:40.0000002,8.06
2010-01-03 02:03:40.0000003,6.56
2011-08-21 10:54:24.0000003,7.94
2011-08-21 10:54:24.0000002,71.29
2011-08-21 10:54:24.0000001,16.3
2011-01-30 14:38:24.0000003,6.12
2011-01-30 14:38:24.0000002,15.57
2011-04-16 21:23:16.0000004,17.65
2011-04-16 21:23:16.0000002,10.93
2011-04-16 21:23:16.0000006,5.12
2013-10-05 19:51:04.0000006,7.5
2013-10-05 19:51:04.0000005,11.05
2013-10-05 19:51:04.0000003,13.5
2013-10-05 19:51:04.0000002,12.98
2014-10-31 08:17:44.0000002,7.8
2014-10-31 08:17:44.0000004,8.11
2014-10-31 08:17:44.0000005,7.73
2014-10-31 08:17:44.0000001,7.79
2014-10-31 08:17:44.0000003,17.59
2009-05-31 21:24:56.0000001,15.08
2014-06-04 01:50:40.0000001,10.46
2009-07-14 17:59:12.0000001,6.04
2009-07-14 17:59:12.0000003,5.29
2012-12-05 16:33:52.0000002,13.18
2012-12-05 16:33:52.0000001,36.34
2009-12-18 12:37:04.0000005,7.19
2009-12-18 12:37:04.0000001,9.13
2009-12-18 12:37:04.0000006,12.83
2009-12-18 12:37:04.0000004,9.3
2009-12-18 12:37:04.0000007,9.9
2009-12-18 12:37:04.0000002,9.72
2012-11-21 15:12:48.0000001,5.19
2011-05-03 07:01:40.0000001,13.3
2011-05-03 07:01:40.0000002,5.47
2011-05-03 07:01:40.0000003,5.71
2010-09-21 06:27:32.0000002,20.26
2010-09-21 06:27:32.0000001,10.73
2011-10-07 22:08:20.0000003,4.93
2011-10-07 22:08:20.0000006,9.88
2009-02-08 08:48:20.0000001,5.44
2013-09-24 21:16:40.0000006,8.24
2013-09-24 21:16:40.0000003,9.98
2013-09-24 21:16:40.0000001,9.59
2013-09-24 21:16:40.0000007,11.17
2013-09-24 21:16:40.0000002,12.15
2013-09-24 21:16:40.0000004,9.61
2012-03-14 19:10:48.0000005,13.76
2012-03-14 19:10:48.0000008,5.17
2012-03-14 19:10:48.0000002,9.25
2012-03-14 19:10:48.0000004,6.78
2012-03-14 19:10:48.0000001,6.72
2012-03-14 19:10:48.0000009,8.8
2012-03-14 19:10:48.0000006,12.23
2009-11-12 11:01:20.0000001,6.8
2009-11-12 11:01:20.0000002,4.7
2009-06-21 04:28:48.0000002,16.29
2009-06-21 04:28:48.0000003,13.74
2014-01-25 12:36:52.0000002,7.5
2014-01-25 12:36:52.0000001,7.41
2012-12-27 13:23:48.0000001,8.95
2011-06-28 16:09:44.0000001,5.92
2010-12-01 08:35:20.0000001,10.53
2012-11-19 12:40:40.0000005,5.02
2012-11-19 12:40:40.0000001,5.34
2012-11-19 12:40:40.0000002,7.37
2012-11-19 12:40:40.0000003,11.11
2012-11-19 12:40:40.0000004,41.15
2009-07-13 17:58:04.0000001,10.46
2009-07-13 17:58:04.0000003,7.32
2009-07-13 17:58:04.0000002,8.5
2011-06-25 11:42:36.0000003,5.16
2011-06-25 11:42:36.0000002,25.13
2012-01-26 07:33:00.000000128,13.34
2012-01-26 07:33:00.00000032,9.77
2012-01-26 07:33:00.000000163,7.11
2012-01-26 07:33:00.000000155,7.87
2012-01-26 07:33:00.000000153,9.14
2012-01-26 07:33:00.00000049,6.55
2012-01-26 07:33:00.00000095,5.2
2012-01-26 07:33:00.000000158,17.15
2012-01-26 07:33:00.00000050,7.56
2012-01-26 07:33:00.00000015,8.66
2012-01-26 07:33:00.00000062,9.19
2012-01-26 07:33:00.00000037,17.29
2012-01-26 07:33:00.00000069,13.82
2012-01-26 07:33:00.000000142,5.05
2012-01-26 07:33:00.000000150,5.48
2012-01-26 07:33:00.000000147,8.9
2012-01-26 07:33:00.000000125,7.52
2012-01-26 07:33:00.000000124,32.11
2012-01-26 07:33:00.000000129,6.66
2012-01-26 07:33:00.00000033,10.7
2012-01-26 07:33:00.0000004,34.34
2012-01-26 07:33:00.00000029,11.02
2012-01-26 07:33:00.000000113,6.0
2012-01-26 07:33:00.00000017,10.94
2012-01-26 07:33:00.00000067,11.56
2012-01-26 07:33:00.000000141,31.21
2012-01-26 07:33:00.00000036,15.5
2012-01-26 07:33:00.000000162,21.08
2012-01-26 07:33:00.000000118,10.61
2012-01-26 07:33:00.000000154,27.46
2012-01-26 07:33:00.000000143,11.44
2012-01-26 07:33:00.00000083,8.66
2012-01-26 07:33:00.000000191,8.42
2012-01-26 07:33:00.000000140,12.89
2012-01-26 07:33:00.00000086,5.08
2012-01-26 07:33:00.0000002,9.81
2012-01-26 07:33:00.000000170,6.38
2012-01-26 07:33:00.00000010,8.65
2012-01-26 07:33:00.00000053,8.08
2012-01-26 07:33:00.000000102,12.76
2012-01-26 07:33:00.00000055,6.66
2012-01-26 07:33:00.0000007,9.84
2012-01-26 07:33:00.00000013,6.89
2012-01-26 07:33:00.000000165,33.6
2012-01-26 07:33:00.00000026,4.99
2012-01-26 07:33:00.000000137,6.08
2012-01-26 07:33:00.00000048,11.04
2012-01-26 07:33:00.00000059,12.05
2012-01-26 07:33:00.000000132,9.3
2012-01-26 07:33:00.00000096,15.54
2012-01-26 07:33:00.000000190,5.0
2012-01-26 07:33:00.000000156,8.76
2012-01-26 07:33:00.00000075,9.36
2012-01-26 07:33:00.00000084,7.35
2012-01-26 07:33:00.0000006,5.05
2012-01-26 07:33:00.00000021,7.16
2012-01-26 07:33:00.0000001,15.86
2012-01-26 07:33:00.0000005,5.48
2012-01-26 07:33:00.00000034,6.38
2012-01-26 07:33:00.000000117,5.05
2012-01-26 07:33:00.000000106,11.85
2012-01-26 07:33:00.00000077,8.82
2012-01-26 07:33:00.00000045,5.59
2012-01-26 07:33:00.000000116,11.29
2012-01-26 07:33:00.0000009,6.43
2012-01-26 07:33:00.000000146,5.6
2012-01-26 07:33:00.00000027,22.55
2012-01-26 07:33:00.000000127,8.26
2012-01-26 07:33:00.000000172,5.6
2012-01-26 07:33:00.00000074,5.03
2012-01-26 07:33:00.00000014,23.21
2012-01-26 07:33:00.000000108,10.45
2012-01-26 07:33:00.000000109,17.09
2012-01-26 07:33:00.000000152,6.89
2012-01-26 07:33:00.00000047,6.46
2012-01-26 07:33:00.000000192,11.48
2012-01-26 07:33:00.00000054,6.53
2012-01-26 07:33:00.000000185,5.81
2012-01-26 07:33:00.000000187,10.8
2012-01-26 07:33:00.00000060,12.14
2012-01-26 07:33:00.000000130,9.07
2012-01-26 07:33:00.00000046,10.63
2012-01-26 07:33:00.000000182,8.37
2012-01-26 07:33:00.000000177,13.38
2012-01-26 07:33:00.000000135,29.19
2012-01-26 07:33:00.00000063,4.77
2012-01-26 07:33:00.00000079,7.56
2012-01-26 07:33:00.000000169,9.35
2012-01-26 07:33:00.00000094,10.17
2012-01-26 07:33:00.000000176,13.92
2012-01-26 07:33:00.00000061,5.54
2012-01-26 07:33:00.000000188,5.59
2012-01-26 07:33:00.000000174,13.21
2012-01-26 07:33:00.000000126,7.86
2012-01-26 07:33:00.000000139,35.32
2012-01-26 07:33:00.000000184,5.95
2012-01-26 07:33:00.000000107,5.09
2012-01-26 07:33:00.00000038,5.57
2012-01-26 07:33:00.000000134,4.88
2012-01-26 07:33:00.00000058,23.35
2012-01-26 07:33:00.00000078,5.51
2012-01-26 07:33:00.00000019,5.07
2012-01-26 07:33:00.000000111,9.53
2012-01-26 07:33:00.000000178,19.59
2012-01-26 07:33:00.0000003,11.35
2012-01-26 07:33:00.00000052,17.5
2012-01-26 07:33:00.00000040,11.86
2012-01-26 07:33:00.000000148,10.97
2012-01-26 07:33:00.00000066,13.41
2012-01-26 07:33:00.00000041,5.75
2012-01-26 07:33:00.00000070,11.16
2012-01-26 07:33:00.000000157,31.17
2012-01-26 07:33:00.000000179,9.48
2012-01-26 07:33:00.000000112,18.37
2012-01-26 07:33:00.00000073,8.38
2012-01-26 07:33:00.000000138,18.84
2012-01-26 07:33:00.00000092,13.06
2012-01-26 07:33:00.000000164,18.47
2012-01-26 07:33:00.000000123,9.71
2012-01-26 07:33:00.00000043,5.39
2012-01-26 07:33:00.00000093,6.3
2012-01-26 07:33:00.00000016,9.86
2012-01-26 07:33:00.000000144,9.19
2012-01-26 07:33:00.00000042,7.89
2012-01-26 07:33:00.00000011,11.03
2012-01-26 07:33:00.00000035,10.4
2012-01-26 07:33:00.00000098,7.84
2012-01-26 07:33:00.000000149,21.3
2012-01-26 07:33:00.000000110,5.15
2012-01-26 07:33:00.000000159,12.22
2015-03-20 23:34:40.0000007,7.67
2015-03-20 23:34:40.0000002,20.14
2015-03-20 23:34:40.0000006,4.85
2013-12-14 03:20:48.0000001,25.26
2013-12-14 03:20:48.0000002,4.92
2014-04-14 07:03:52.0000001,8.17
2014-04-14 07:03:52.0000002,11.93
2015-05-21 07:08:08.0000002,7.24
2011-08-30 16:48:24.0000003,7.71
2011-08-30 16:48:24.0000002,10.02
2011-08-30 16:48:24.0000001,8.31
2010-12-09 07:29:00.000000189,5.05
2010-12-09 07:29:00.00000027,20.31
2010-12-09 07:29:00.000000184,11.72
2010-12-09 07:29:00.00000030,5.14
2010-12-09 07:29:00.00000011,4.82
2010-12-09 07:29:00.00000065,9.85
2010-12-09 07:29:00.00000063,9.12
2010-12-09 07:29:00.000000133,17.7
2010-12-09 07:29:00.00000054,7.23
2010-12-09 07:29:00.00000021,14.79
2010-12-09 07:29:00.000000162,6.44
2010-12-09 07:29:00.000000144,9.37
2010-12-09 07:29:00.000000116,11.99
2010-12-09 07:29:00.000000142,5.81
2010-12-09 07:29:00.000000113,11.7
2010-12-09 07:29:00.000000105,9.83
2010-12-09 07:29:00.00000047,5.62
2010-12-09 07:29:00.0000008,7.18
2010-12-09 07:29:00.00000099,4.99
2010-12-09 07:29:00.00000048,5.8
2010-12-09 07:29:00.00000076,14.63
2010-12-09 07:29:00.000000174,16.77
2010-12-09 07:29:00.000000130,24.93
2010-12-09 07:29:00.000000177,8.73
2010-12-09 07:29:00.00000088,7.44
2010-12-09 07:29:00.00000091,6.74
2010-12-09 07:29:00.00000072,5.18
2010-12-09 07:29:00.00000014,9.08
2010-12-09 07:29:00.000000157,7.78
2010-12-09 07:29:00.000000109,7.84
2010-12-09 07:29:00.00000016,7.52
2010-12-09 07:29:00.00000023,6.66
2010-12-09 07:29:00.000000118,7.66
2010-12-09 07:29:00.00000017,6.62
2010-12-09 07:29:00.00000032,10.76
2010-12-09 07:29:00.000000188,10.14
2010-12-09 07:29:00.00000040,6.29
2010-12-09 07:29:00.00000037,10.3
2010-12-09 07:29:00.000000128,9.07
2010-12-09 07:29:00.00000057,6.71
2010-12-09 07:29:00.000000125,10.43
2010-12-09 07:29:00.000000159,8.64
2010-12-09 07:29:00.00000018,6.26
2010-12-09 07:29:00.000000107,6.33
2010-12-09 07:29:00.00000051,18.99
2010-12-09 07:29:00.00000042,8.75
2010-12-09 07:29:00.00000059,7.08
2010-12-09 07:29:00.00000075,5.68
2010-12-09 07:29:00.00000035,9.63
2010-12-09 07:29:00.00000029,7.72
2010-12-09 07:29:00.00000045,9.5
2010-12-09 07:29:00.00000055,6.0
2010-12-09 07:29:00.000000140,9.12
2010-12-09 07:29:00.00000060,11.23
2010-12-09 07:29:00.000000185,14.0
2010-12-09 07:29:00.000000120,5.42
2010-12-09 07:29:00.000000104,6.74
2010-12-09 07:29:00.000000191,5.56
2010-12-09 07:29:00.000000106,5.46
2010-12-09 07:29:00.00000039,6.47
2010-12-09 07:29:00.000000132,4.61
2010-12-09 07:29:00.00000019,7.3
2010-12-09 07:29:00.000000166,4.94
2010-12-09 07:29:00.000000111,8.82
2010-12-09 07:29:00.00000013,5.61
2010-12-09 07:29:00.000000138,6.65
2010-12-09 07:29:00.00000085,33.05
2010-12-09 07:29:00.000000169,6.46
2010-12-09 07:29:00.000000153,14.07
2010-12-09 07:29:00.00000033,50.54
2010-12-09 07:29:00.000000173,9.86
2010-12-09 07:29:00.00000077,5.93
2010-12-09 07:29:00.000000190,5.04
2010-12-09 07:29:00.000000137,6.17
2010-12-09 07:29:00.0000009,8.35
2010-12-09 07:29:00.000000155,8.58
2010-12-09 07:29:00.0000004,19.74
2010-12-09 07:29:00.000000119,6.08
2010-12-09 07:29:00.000000100,8.52
2010-12-09 07:29:00.00000024,6.02
2010-12-09 07:29:00.00000096,14.65
2010-12-09 07:29:00.000000170,9.54
2010-12-09 07:29:00.000000131,7.03
2010-12-09 07:29:00.00000022,15.47
2010-12-09 07:29:00.00000053,7.38
2010-12-09 07:29:00.000000165,69.17
2010-12-09 07:29:00.000000114,10.43
2010-12-09 07:29:00.00000074,9.82
2010-12-09 07:29:00.00000070,8.95
2010-12-09 07:29:00.000000167,4.97
2010-12-09 07:29:00.000000110,6.69
2010-12-09 07:29:00.00000020,12.67
2010-12-09 07:29:00.000000147,8.35
2010-12-09 07:29:00.000000178,32.44
2010-12-09 07:29:00.000000146,7.79
2010-12-09 07:29:00.000000103,8.06
2010-12-09 07:29:00.000000149,12.83
2010-12-09 07:29:00.000000182,10.7
2010-12-09 07:29:00.000000124,8.66
2010-12-09 07:29:00.000000154,13.11
2010-12-09 07:29:00.000000117,8.8
2010-12-09 07:29:00.00000034,12.11
2010-12-09 07:29:00.00000084,12.09
2010-12-09 07:29:00.00000064,7.36
2010-12-09 07:29:00.000000126,16.45
2010-12-09 07:29:00.00000082,7.71
2010-12-09 07:29:00.00000092,13.04
2010-12-09 07:29:00.00000087,6.35
2010-12-09 07:29:00.00000095,24.1
2010-12-09 07:29:00.000000101,9.99
2010-12-09 07:29:00.000000122,7.17
2010-12-09 07:29:00.000000160,8.25
2010-12-09 07:29:00.000000175,10.13
2010-12-09 07:29:00.00000043,9.07
2010-12-09 07:29:00.00000061,14.09
2010-12-09 07:29:00.000000179,5.23
2010-12-09 07:29:00.00000049,9.24
2010-12-09 07:29:00.000000172,48.23
2010-12-09 07:29:00.000000192,7.84
2010-12-09 07:29:00.000000194,6.22
2010-12-09 07:29:00.00000052,11.41
2010-12-09 07:29:00.00000058,5.8
2010-12-09 07:29:00.00000010,7.27
2010-12-09 07:29:00.000000108,5.92
2010-12-09 07:29:00.000000129,10.94
2010-12-09 07:29:00.000000163,9.06
2010-12-09 07:29:00.000000161,10.58
2010-12-09 07:29:00.000000187,7.38
2010-12-09 07:29:00.000000158,6.91
2010-12-09 07:29:00.000000121,12.31
2010-12-09 07:29:00.000000176,6.49
2011-09-25 13:01:20.0000005,8.08
2011-09-25 13:01:20.0000001,7.51
2011-09-25 13:01:20.0000004,8.6
2011-09-25 13:01:20.0000006,13.42
2011-09-25 13:01:20.0000003,5.63
2012-09-08 04:35:16.0000001,24.66
2012-05-08 03:50:00.00000011,22.99
2012-05-08 03:50:00.0000002,6.27
2012-05-08 03:50:00.0000008,19.07
2012-05-08 03:50:00.0000007,9.81
2012-05-08 03:50:00.00000015,17.21
2012-05-08 03:50:00.00000016,9.3
2012-05-08 03:50:00.0000003,7.15
2012-05-08 03:50:00.00000014,5.82
2012-05-08 03:50:00.0000004,16.68
2010-10-06 21:23:24.0000003,6.48
2010-10-06 21:23:24.0000001,8.43
2010-10-06 21:23:24.0000005,10.71
2010-10-06 21:23:24.0000002,6.39
2010-10-06 21:23:24.0000004,6.89
2014-05-17 02:47:12.0000002,12.6
2009-07-31 07:30:56.0000002,5.05
2009-07-31 07:30:56.0000001,7.86
2012-03-06 07:33:04.0000002,10.92
2009-01-29 22:15:48.0000001,12.34
2013-03-17 12:44:04.0000001,6.32
2014-06-18 09:23:32.0000001,15.56
2011-09-21 13:15:36.0000004,7.19
2011-09-21 13:15:36.0000003,7.55
2011-09-21 13:15:36.0000001,8.01
2011-09-21 13:15:36.0000002,50.28
2015-03-12 19:43:24.0000001,17.12
2015-03-12 19:43:24.0000002,34.56
2015-03-12 19:43:24.0000007,7.15
2015-03-12 19:43:24.0000004,12.69
2014-01-18 17:43:28.0000005,6.46
2014-01-18 17:43:28.0000003,5.46
2014-01-18 17:43:28.0000002,13.44
2014-01-18 17:43:28.0000004,11.25
2011-04-05 01:15:44.0000001,11.54
2011-04-05 01:15:44.0000002,12.48
2011-09-04 01:36:36.0000002,16.23
2010-08-09 08:53:56.0000004,11.14
2010-08-09 08:53:56.0000006,8.69
2010-08-09 08:53:56.0000002,13.13
2010-08-09 08:53:56.0000003,17.9
2010-08-09 08:53:56.0000005,9.62
2010-03-27 07:05:08.0000001,5.41
2011-11-16 12:52:52.0000002,7.26
2011-11-16 12:52:52.0000003,5.82
2011-11-16 12:52:52.0000001,50.35
2009-10-29 10:48:40.0000002,9.01
2009-10-29 10:48:40.0000001,11.08
2015-02-01 00:48:44.0000009,18.56
2015-02-01 00:48:44.0000004,8.95
2015-02-01 00:48:44.0000008,7.43
2015-02-01 00:48:44.0000006,7.69
2015-02-01 00:48:44.0000007,12.17
2014-04-03 02:31:08.0000001,7.38
2010-07-04 03:28:44.0000001,20.73
2009-03-31 23:01:36.0000002,8.75
2009-03-31 23:01:36.0000001,28.11
2009-03-31 23:01:36.0000003,14.92
2012-02-02 00:49:56.0000002,6.52
2012-02-02 00:49:56.0000001,13.31
2012-02-02 00:49:56.0000003,17.78
2012-02-02 00:49:56.0000004,15.36
2014-01-26 15:28:52.0000003,7.38
2012-02-14 15:32:40.0000002,5.64
2012-02-14 15:32:40.0000004,6.22
2012-02-14 15:32:40.0000001,8.88
2012-02-14 15:32:40.0000003,7.56
2011-12-06 11:07:40.0000001,15.87
2011-12-06 11:07:40.0000005,5.82
2011-07-12 19:41:48.0000002,15.63
2011-07-12 19:41:48.0000003,10.55
2011-07-12 19:41:48.0000004,7.91
2010-09-16 14:27:16.0000001,7.94
2010-09-16 14:27:16.0000003,10.91
2010-09-16 14:27:16.0000004,10.33
2010-09-16 14:27:16.0000005,11.82
2014-06-11 01:13:40.0000001,10.99
2013-05-18 15:28:40.0000003,8.22
2013-05-18 15:28:40.0000002,7.97
2015-02-14 20:20:56.0000001,9.02
2015-02-14 20:20:56.0000002,7.48
2015-02-14 20:20:56.0000004,5.04
2009-01-22 12:27:20.0000003,6.59
2011-04-23 21:22:20.0000001,5.07
2013-09-01 17:57:04.0000002,4.86
2013-09-01 17:57:04.0000003,6.61
2013-04-22 13:19:16.0000001,14.23
2013-04-22 13:19:16.0000002,9.33
2013-04-22 13:19:16.0000003,6.21
2015-02-21 18:39:16.0000002,5.15
2009-04-23 00:05:40.0000001,31.68
2009-04-23 00:05:40.0000003,9.91
2012-05-28 05:48:40.0000001,33.08
2010-01-03 20:04:52.0000001,16.94
2013-03-09 21:40:52.0000003,11.77
2013-03-09 21:40:52.0000002,7.75
2011-04-21 08:22:32.0000001,4.65
2011-02-20 09:22:16.0000002,30.89
2011-02-20 09:22:16.0000001,8.84
2010-07-22 09:37:12.0000003,8.51
2010-07-22 09:37:12.0000004,7.03
2010-07-22 09:37:12.0000001,9.97
2011-01-24 20:47:04.0000002,11.57
2013-07-22 15:05:16.0000004,10.02
2013-07-22 15:05:16.0000001,4.85
2013-07-22 15:05:16.0000002,20.06
2013-07-22 15:05:16.0000003,5.35
2013-01-23 16:22:04.0000003,10.95
2013-01-23 16:22:04.0000002,8.19
2013-01-23 16:22:04.0000001,7.91
2013-01-06 12:46:36.0000001,4.56
2013-01-06 12:46:36.0000002,6.08
2012-02-13 04:52:32.0000001,50.4
2013-02-07 08:34:24.0000001,8.29
2013-02-07 08:34:24.0000003,9.7
2013-02-07 08:34:24.0000004,7.27
2013-02-07 08:34:24.0000002,11.42
2015-02-21 17:23:28.0000005,13.0
2015-02-21 17:23:28.0000003,6.69
2015-02-21 17:23:28.0000002,8.37
2015-02-21 17:23:28.0000001,8.33
2015-02-21 17:23:28.0000006,4.55
2013-06-19 13:36:52.0000004,7.91
2013-06-19 13:36:52.0000001,7.28
2013-06-19 13:36:52.0000002,7.81
2013-06-19 13:36:52.0000005,35.4
2013-06-19 13:36:52.0000003,17.65
2015-06-26 16:04:04.0000002,4.91
2015-06-26 16:04:04.0000001,4.55
2010-06-05 07:08:36.0000001,7.08
2011-10-28 13:48:16.0000002,9.14
2011-10-28 13:48:16.0000001,6.72
2011-10-28 13:48:16.0000003,5.83
2012-09-29 02:53:20.0000001,10.93
2011-08-06 12:59:12.0000001,15.86
2012-11-19 22:15:32.0000002,28.76
